Altium Designer Pick and Place Locations
C:\Users\chase.hathaway\Documents\Emergence\node24_7-29-18\node24\release\assy\Pick Place\Pick Place for node24(DEV).txt

========================================================================================================================
File Design Information:

Date:       30/07/18
Time:       00:30
Revision:   Not in VersionControl
Variant:    DEV
Units used: mil

Designator Comment                                                   Layer       Footprint                                             Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                               
C3J        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       -629.923      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3K        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       -59.057       270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3L        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       511.809       270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3M        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       1082.675      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3N        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       1653.542      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3O        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       2224.408      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3P        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           137.795       2795.274      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3Q        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     -1200.789     270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3R        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     -629.923      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3S        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     -59.057       270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3T        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     511.809       270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3U        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     1082.675      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3V        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2104.331     1653.541      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3W        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2106.299     2224.407      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C3X        CAP_ALUM_100UF_35V_6MM3_SMT_865080545012                  TopLayer    CAPAE_D6MM3                                           -2106.299     2795.274      270      "WURTH ELEKTRONIK         865080545012             SMD Aluminium Electrolytic Capacitor, Radial Can - SMD, 100 F, 35 V, WCAP-ASLI Series" 
C13A       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   521.654       -1761.811     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C13B       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -108.268      -1751.968     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C13C       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -720.472      -1742.126     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C14A       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   531.496       -1525.591     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C14B       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -108.268      -1525.591     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C14C       100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -718.504      -1525.591     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C15        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   541.338       -3425.197     180      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C47        CAP_CER_10UF_1210_CL32B106KPINNNE                         TopLayer    1210C                                                 -39.370       -2076.772     90       "Cap Ceramic 10uF 10V X7R 10% SMD 1210 125C Embossed T/R"                                                                                 
R16A       10K                                                       TopLayer    RESC0603(1608)_L                                      521.654       -1643.701     360      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R16B       10K                                                       TopLayer    RESC0603(1608)_L                                      -108.268      -1643.701     360      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R16C       10K                                                       TopLayer    RESC0603(1608)_L                                      -718.504      -1633.858     360      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R17        10K                                                       TopLayer    RESC0603(1608)_L                                      541.338       -3326.772     180      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R18        10K                                                       TopLayer    RESC0603(1608)_L                                      541.339       -3375.984     360      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R19        10K                                                       TopLayer    RESC0603(1608)_L                                      679.134       -3326.772     360      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R38A       10K                                                       TopLayer    RESC0603(1608)_L                                      2362.205      -1643.701     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R38B       10K                                                       TopLayer    RESC0603(1608)_L                                      2303.149      -1643.701     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R38C       10K                                                       TopLayer    RESC0603(1608)_L                                      2244.095      -1643.701     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
TP12       TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              -738.189      -3297.244     180      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP13A      TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              1535.433      3307.087      0        "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP13B      TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              -669.291      3307.087      0        "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP13C      TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              -2913.386     3307.087      0        "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP14A      HOME                                                      TopLayer    TP_1MM                                                2950.787      -875.986      0        TEST_PAD_NO_PART                                                                                                                          
TP14B      HOME                                                      TopLayer    TP_1MM                                                2950.787      -305.120      0        TEST_PAD_NO_PART                                                                                                                          
TP14C      HOME                                                      TopLayer    TP_1MM                                                2950.787      265.746       0        TEST_PAD_NO_PART                                                                                                                          
TP14D      HOME                                                      TopLayer    TP_1MM                                                2950.787      836.612       0        TEST_PAD_NO_PART                                                                                                                          
TP14E      HOME                                                      TopLayer    TP_1MM                                                2950.787      1407.478      0        TEST_PAD_NO_PART                                                                                                                          
TP14F      HOME                                                      TopLayer    TP_1MM                                                2950.787      1978.344      0        TEST_PAD_NO_PART                                                                                                                          
TP14G      HOME                                                      TopLayer    TP_1MM                                                2950.787      2549.211      0        TEST_PAD_NO_PART                                                                                                                          
TP14H      HOME                                                      TopLayer    TP_1MM                                                2950.787      3120.077      0        TEST_PAD_NO_PART                                                                                                                          
TP14I      HOME                                                      TopLayer    TP_1MM                                                744.094       -875.986      0        TEST_PAD_NO_PART                                                                                                                          
TP14J      HOME                                                      TopLayer    TP_1MM                                                744.094       -305.120      0        TEST_PAD_NO_PART                                                                                                                          
TP14K      HOME                                                      TopLayer    TP_1MM                                                744.094       265.746       0        TEST_PAD_NO_PART                                                                                                                          
TP14L      HOME                                                      TopLayer    TP_1MM                                                744.094       836.612       0        TEST_PAD_NO_PART                                                                                                                          
TP14M      HOME                                                      TopLayer    TP_1MM                                                744.094       1407.478      0        TEST_PAD_NO_PART                                                                                                                          
TP14N      HOME                                                      TopLayer    TP_1MM                                                744.094       1978.345      0        TEST_PAD_NO_PART                                                                                                                          
TP14O      HOME                                                      TopLayer    TP_1MM                                                744.094       2549.211      0        TEST_PAD_NO_PART                                                                                                                          
TP14P      HOME                                                      TopLayer    TP_1MM                                                744.094       3120.077      0        TEST_PAD_NO_PART                                                                                                                          
TP14Q      HOME                                                      TopLayer    TP_1MM                                                -1498.032     -875.986      0        TEST_PAD_NO_PART                                                                                                                          
TP14R      HOME                                                      TopLayer    TP_1MM                                                -1498.032     -305.120      0        TEST_PAD_NO_PART                                                                                                                          
TP14S      HOME                                                      TopLayer    TP_1MM                                                -1498.032     265.746       0        TEST_PAD_NO_PART                                                                                                                          
TP14T      HOME                                                      TopLayer    TP_1MM                                                -1498.032     836.612       0        TEST_PAD_NO_PART                                                                                                                          
TP14U      HOME                                                      TopLayer    TP_1MM                                                -1498.032     1407.478      0        TEST_PAD_NO_PART                                                                                                                          
TP14V      HOME                                                      TopLayer    TP_1MM                                                -1498.032     1978.344      0        TEST_PAD_NO_PART                                                                                                                          
TP14W      HOME                                                      TopLayer    TP_1MM                                                -1500.000     2549.211      0        TEST_PAD_NO_PART                                                                                                                          
TP14X      HOME                                                      TopLayer    TP_1MM                                                -1500.000     3120.077      0        TEST_PAD_NO_PART                                                                                                                          
U4A        74LVC4245AD,118                                           TopLayer    IC_TSSOP-24                                           275.590       -1643.701     270      "IC TRANSCVR TRI-ST DL 24SOIC"                                                                                                            
U4C        74LVC4245AD,118                                           TopLayer    IC_TSSOP-24                                           -984.252      -1643.701     270      "IC TRANSCVR TRI-ST DL 24SOIC"                                                                                                            
D2A        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.276      -1311.024     180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2B        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.276      -740.157      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2C        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.276      -169.291      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2D        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.276      401.575       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2E        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.275      972.441       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2F        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.275      1543.307      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2G        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.275      2114.173      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2H        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              1795.275      2685.039      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2I        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      -1311.023     180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2J        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      -740.157      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2K        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      -169.291      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2L        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      401.575       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2M        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      972.441       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2N        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      1543.307      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2O        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      2114.173      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2P        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -411.417      2685.039      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2Q        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     -1311.024     180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2R        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     -740.158      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2S        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     -169.291      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2T        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     401.575       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2U        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     972.441       180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2V        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2653.544     1543.307      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2W        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2655.512     2114.173      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
D2X        TVS_24V_QUAD_300W_SOT23-6_ESDA25SC6Y                      TopLayer    SOT23-6L                                              -2655.512     2685.039      180      "TVS DIODE 24VWM 30VC SOT23"                                                                                                              
J6         CONN_HDR_1X4_V_SMT_NREC004SABC-M30RC                      TopLayer    HDR_1X4_2R54_V_M_SMT                                  3267.323      -2964.961     180      "CONN HEADER .100" SNGL SMD 4POS"                                                                                                         
R42        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -866.142      -2204.724     90       "Jumper 0603 (1608 Metric)"                                                                                                               
R46        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -944.882      -2204.724     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R51        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -866.142      -2047.244     90       "Jumper 0603 (1608 Metric)"                                                                                                               
R53        "JMP 0603"                                                BottomLayer RESC0603(1608)_L                                      -1345.000     -2505.000     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R54        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -1102.362     -2047.244     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R55        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -1181.102     -2204.724     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R56        "390R 1% 0603(1608)"                                      BottomLayer RESC0603(1608)_L                                      -1295.000     -2505.000     270      "390R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R65        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1855.000      -1641.241     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R66        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1800.000      -1641.241     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R21A       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      -1250.002     270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21B       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      -679.136      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21C       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      -108.270      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21D       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      462.597       270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21E       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      1033.463      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21F       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      1604.329      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21G       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      2175.195      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21H       10K                                                       TopLayer    RESC0603(1608)_L                                      3147.638      2746.061      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21I       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       -1250.002     270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21J       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       -679.136      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21K       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       -108.269      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21L       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       462.597       270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21M       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       1033.463      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21N       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       1604.329      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21O       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       2175.195      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21P       10K                                                       TopLayer    RESC0603(1608)_L                                      940.945       2746.061      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21Q       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     -1250.002     270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21R       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     -679.136      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21S       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     -108.270      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21T       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     462.596       270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21U       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     1033.463      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21V       10K                                                       TopLayer    RESC0603(1608)_L                                      -1301.181     1604.329      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21W       10K                                                       TopLayer    RESC0603(1608)_L                                      -1303.150     2175.195      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R21X       10K                                                       TopLayer    RESC0603(1608)_L                                      -1303.150     2746.061      270      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R22X       10K                                                       TopLayer    RESC0603(1608)_L                                      -1411.418     3120.077      180      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
C4         "27pF 50V"                                                TopLayer    CAPC0603(1608)100_L                                   -1289.370     -2204.724     180      "CAP 27pF 50V ±5% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                   
C5         "27pF 50V"                                                TopLayer    CAPC0603(1608)100_L                                   -1318.898     -1909.449     360      "CAP 27pF 50V ±5% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                   
D3         TVS_5V_DUAL_SOT23-3_SM05-7                                TopLayer    SOT-23                                                -1781.496     -2244.095     270      "TVS DIODE 5VWM 20.6VC SOT23"                                                                                                             
D4         TVS_5V_DUAL_SOT23-3_SM05-7                                TopLayer    SOT-23                                                -2125.984     -2204.724     90       "TVS DIODE 5VWM 20.6VC SOT23"                                                                                                             
X2         XTAL_25MHz_18PF_4SMD_100PPM_AUTOMOTIVE_ECS-250-18-30BQ-DS TopLayer    XTAL_4SMD_5x3mm2                                      -1309.055     -2057.087     270      "Crystals 25.000MHz 18pF 100ppm -40 to 125C"                                                                                              
D5         TVS_36V_1500W_SMC_SMCJ36A                                 TopLayer    DIODE_SMC                                             -1545.276     -3218.504     180      "TVS DIODE 36VWM 58.1VC SMC"                                                                                                              
LED2       LED_RGB_SMD_CLX6F-FKC-CNP1ST1E1BB7D3D3                    BottomLayer LED_6PLCC_RGB                                         -1525.591     -2450.787     180      "LED RGB IPX8 6PLCC 3.5X3.4X2.8MM"                                                                                                        
R67        49R9                                                      BottomLayer RESC0603(1608)_L                                      -1470.000     -2600.000     270      "49R9 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R73        100R                                                      BottomLayer RESC0603(1608)_L                                      -1530.000     -2602.441     90       "100R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R74        220R                                                      BottomLayer RESC0603(1608)_L                                      -1585.000     -2600.000     270      "220R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
C6         CAP_CER_10UF_50V_1210_GRJ32ER71H106KE11L                  TopLayer    CAP1210                                               -1240.109     -3139.724     180      "10µF 50V Ceramic Capacitor X7R 1210 (3225 Metric) 0.126" L x 0.098" W (3.20mm x 2.50mm)"                                                 
U2         STM32F765BIT6                                             TopLayer    QFP208L_B28X28_P0MM5                                  1948.819      -2401.575     360      "IC MCU 32BIT 2MB FLASH 208LQFP"                                                                                                          
C2         100nF                                                     TopLayer    CAPC0603(1608)100_L                                   2293.307      -3159.449     270      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
J9         CONN_ASSMANN_JACK_MOD_4P4C_A-2014-3-4-N-T-R               BottomLayer CON_JACK_MOD_4P4C_ASSMANN_A-2014-3-4-N-T-R            2864.370      -2604.528     360      "CONN MOD JACK 4P4C VERT"                                                                                                                 
OPTO1      OPTO_TOSHIBA_LOGIC_PUSHPULL_TLP2361(TPL,E                 TopLayer    SO-5                                                  3100.394      -2509.843     180      "Optocoupler Logic-Out Totem-Pole DC-IN 1-CH 5-Pin SO T/R"                                                                                
R75        100K                                                      TopLayer    RESC0603(1608)_L                                      2421.260      -1643.701     90       "100K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R76        "75R 1% 0603(1608)"                                       TopLayer    RESC0603(1608)_M                                      -1870.079     -2519.685     360      "75R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R77        "75R 1% 0603(1608)"                                       TopLayer    RESC0603(1608)_M                                      -2047.244     -2519.685     180      "75R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R78        "75R 1% 0603(1608)"                                       TopLayer    RESC0603(1608)_M                                      -2116.142     -1771.654     180      "75R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R79        "75R 1% 0603(1608)"                                       TopLayer    RESC0603(1608)_M                                      -1958.661     -1771.653     360      "75R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
TP15       TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              2007.874      -1476.378     90       "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
C7         100nF                                                     TopLayer    CAPC0603(1608)100_L                                   3238.189      -2706.693     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
U5         LOGIC_INVERTER_SN74LVC1G14DBVR                            TopLayer    SOT-23-5L                                             2883.858      -2647.638     180      "IC SCHMITT TRIG INV SOT-23-5"                                                                                                            
J10        CONN_ASSMANN_JACK_MOD_4P4C_A-2014-3-4-N-T-R               BottomLayer CON_JACK_MOD_4P4C_ASSMANN_A-2014-3-4-N-T-R            2864.370      -2104.528     180      "CONN MOD JACK 4P4C VERT"                                                                                                                 
